;;;;;;;;
;;;;;;;;
;;;;;;;;
Name;#1;#2;#3;#4;#5;#6;#7;#8
517;3,03745E-03;2,88526E-03;5,12192E-03;6,73530E-03;9,55159E-03;7,41821E-03;7,71704E-03;8,37302E-03
518;3,17353E-03;2,94281E-03;5,11491E-03;7,03834E-03;9,98190E-03;7,80241E-03;7,80091E-03;8,29505E-03
519;3,35395E-03;3,03394E-03;5,25846E-03;6,87652E-03;9,85003E-03;7,97158E-03;8,09592E-03;8,71826E-03
520;3,20842E-03;2,94795E-03;5,39611E-03;7,51784E-03;1,03256E-02;8,08383E-03;8,70117E-03;8,96271E-03
521;3,68996E-03;3,10295E-03;5,65070E-03;7,58334E-03;1,03426E-02;8,52127E-03;8,58184E-03;8,74651E-03
522;3,50569E-03;3,17970E-03;5,71631E-03;7,71623E-03;1,03192E-02;8,36924E-03;8,87446E-03;9,17783E-03
523;3,58781E-03;3,25801E-03;5,77743E-03;7,61307E-03;1,05234E-02;8,71506E-03;8,35591E-03;9,31489E-03
524;3,81953E-03;3,30515E-03;6,01257E-03;7,64293E-03;1,09292E-02;8,67637E-03;8,93379E-03;9,29513E-03
525;3,78551E-03;3,31729E-03;5,57428E-03;8,00848E-03;1,13615E-02;8,85622E-03;9,41695E-03;9,44965E-03
526;3,65445E-03;3,35976E-03;6,01971E-03;8,19516E-03;1,15248E-02;8,92825E-03;9,14305E-03;9,71355E-03
527;3,72929E-03;3,52946E-03;6,05496E-03;8,26673E-03;1,13753E-02;8,84409E-03;9,57671E-03;1,00419E-02
528;3,76898E-03;3,32407E-03;6,21579E-03;8,16127E-03;1,13532E-02;8,92707E-03;9,83672E-03;9,69460E-03
529;3,84919E-03;3,38338E-03;6,19425E-03;8,33449E-03;1,14772E-02;9,39426E-03;9,72726E-03;1,01175E-02
530;3,78255E-03;3,34827E-03;6,26061E-03;8,36264E-03;1,20606E-02;9,37410E-03;9,78895E-03;9,96014E-03
531;3,84155E-03;3,47300E-03;6,14799E-03;8,26389E-03;1,14168E-02;9,43995E-03;9,33172E-03;9,95185E-03
532;3,76265E-03;3,49390E-03;6,47343E-03;8,76266E-03;1,19337E-02;9,67297E-03;9,93237E-03;1,02904E-02
533;4,03651E-03;3,39648E-03;6,54925E-03;8,67433E-03;1,19337E-02;9,25097E-03;9,47796E-03;1,01340E-02
534;4,13251E-03;3,56603E-03;6,55817E-03;8,63963E-03;1,24964E-02;9,66661E-03;9,65092E-03;1,05316E-02
535;3,96209E-03;3,57607E-03;6,61730E-03;8,52560E-03;1,22247E-02;9,70736E-03;1,01165E-02;1,05220E-02
536;4,17218E-03;3,58514E-03;6,66896E-03;8,82087E-03;1,19904E-02;9,71834E-03;9,85380E-03;1,02799E-02
537;4,02861E-03;3,70568E-03;6,60485E-03;9,20706E-03;1,24225E-02;9,92972E-03;1,01385E-02;1,03978E-02
538;3,92351E-03;3,74000E-03;6,50587E-03;8,63479E-03;1,19846E-02;9,47901E-03;1,00033E-02;1,06820E-02
539;4,22563E-03;3,62492E-03;6,84792E-03;8,91186E-03;1,20065E-02;1,01241E-02;1,00387E-02;1,05867E-02
540;4,22041E-03;3,78957E-03;6,68957E-03;8,98208E-03;1,25014E-02;9,79996E-03;1,03901E-02;1,09027E-02
541;4,11054E-03;3,69108E-03;6,57650E-03;8,97658E-03;1,23927E-02;9,91509E-03;1,04592E-02;1,07740E-02
542;3,95469E-03;3,56117E-03;6,51041E-03;8,87918E-03;1,22130E-02;9,64656E-03;1,03972E-02;1,08462E-02
543;4,01775E-03;3,75777E-03;6,76306E-03;9,05669E-03;1,20815E-02;1,02523E-02;1,03549E-02;1,07486E-02
544;4,19891E-03;3,62043E-03;6,61027E-03;9,14036E-03;1,24148E-02;9,68484E-03;1,00864E-02;1,09013E-02
545;4,08505E-03;3,80229E-03;6,42895E-03;9,13440E-03;1,26361E-02;1,00096E-02;1,04980E-02;1,07237E-02
546;4,29441E-03;3,71164E-03;6,70661E-03;8,73590E-03;1,25080E-02;9,92736E-03;1,04712E-02;1,08913E-02
547;4,38284E-03;3,70822E-03;6,55666E-03;9,11546E-03;1,24837E-02;9,94589E-03;1,02918E-02;1,08768E-02
548;4,04925E-03;3,72856E-03;6,80099E-03;8,98779E-03;1,25559E-02;1,02926E-02;1,06312E-02;1,09851E-02
549;4,14449E-03;3,86220E-03;6,77296E-03;9,03905E-03;1,24259E-02;1,01386E-02;1,05396E-02;1,10792E-02
550;4,04375E-03;3,74780E-03;6,67761E-03;8,96490E-03;1,26197E-02;9,76628E-03;1,05014E-02;1,09055E-02
551;4,23093E-03;3,81781E-03;6,96310E-03;9,01432E-03;1,25406E-02;9,96593E-03;1,03278E-02;1,09760E-02
552;4,33495E-03;3,74201E-03;6,81097E-03;8,78175E-03;1,21392E-02;1,00571E-02;1,04990E-02;1,06738E-02
553;4,12275E-03;3,83973E-03;6,55809E-03;9,22844E-03;1,25716E-02;1,00472E-02;1,06508E-02;1,07267E-02
554;4,21500E-03;3,69044E-03;6,57542E-03;8,97808E-03;1,28445E-02;9,76811E-03;1,02869E-02;1,07326E-02
555;4,23784E-03;3,75289E-03;6,59971E-03;8,91357E-03;1,22493E-02;1,01285E-02;1,04928E-02;1,09928E-02
556;4,06675E-03;3,85258E-03;6,81308E-03;8,81766E-03;1,25563E-02;9,96711E-03;1,03051E-02;1,11626E-02
557;4,07724E-03;3,82035E-03;6,75961E-03;8,86796E-03;1,24483E-02;1,05616E-02;1,04284E-02;1,05680E-02
558;3,96061E-03;3,74314E-03;6,54844E-03;8,89174E-03;1,24637E-02;1,00895E-02;1,04288E-02;1,09949E-02
559;4,26869E-03;3,72282E-03;6,70348E-03;8,73438E-03;1,26159E-02;1,01421E-02;1,04911E-02;1,09079E-02
560;4,24726E-03;3,73336E-03;6,83389E-03;9,00959E-03;1,23026E-02;9,95709E-03;1,01275E-02;1,10855E-02
561;4,12015E-03;3,71610E-03;7,01996E-03;8,57280E-03;1,24106E-02;9,90615E-03;1,01584E-02;1,09052E-02
562;4,06850E-03;3,65585E-03;6,68770E-03;9,30750E-03;1,24595E-02;1,01392E-02;1,05059E-02;1,07083E-02
563;4,03180E-03;3,71361E-03;6,84467E-03;9,13254E-03;1,24455E-02;9,98984E-03;1,04569E-02;1,08305E-02
564;4,05773E-03;3,67273E-03;6,84938E-03;9,08047E-03;1,21886E-02;9,69501E-03;1,01181E-02;1,07318E-02
565;4,09648E-03;3,79187E-03;6,69480E-03;8,85134E-03;1,21511E-02;1,01438E-02;1,06135E-02;1,05781E-02
566;4,05191E-03;3,75238E-03;6,67508E-03;8,81437E-03;1,22086E-02;1,02051E-02;1,01635E-02;1,08630E-02
567;4,07104E-03;3,60755E-03;6,92506E-03;9,05087E-03;1,26473E-02;9,86763E-03;1,05339E-02;1,09116E-02
568;4,15708E-03;3,66681E-03;6,68298E-03;8,83835E-03;1,20821E-02;9,74125E-03;9,89518E-03;1,03367E-02
569;3,95441E-03;3,77276E-03;6,58293E-03;8,88528E-03;1,22155E-02;9,90371E-03;1,02894E-02;1,04446E-02
570;4,15428E-03;3,81190E-03;6,64889E-03;8,93811E-03;1,24187E-02;9,87837E-03;9,94551E-03;1,04440E-02
571;4,03023E-03;3,74798E-03;6,64468E-03;8,66812E-03;1,24010E-02;9,86855E-03;9,92056E-03;1,05505E-02
572;4,02731E-03;3,67098E-03;6,60107E-03;8,94917E-03;1,22585E-02;9,40871E-03;1,01483E-02;1,05771E-02
573;4,10883E-03;3,63469E-03;6,82657E-03;8,71906E-03;1,21375E-02;1,01621E-02;1,00909E-02;1,06877E-02
574;3,99287E-03;3,61639E-03;6,40856E-03;8,79104E-03;1,19654E-02;9,74904E-03;1,01146E-02;1,04584E-02
575;4,02014E-03;3,67709E-03;6,54169E-03;8,51745E-03;1,19866E-02;9,68817E-03;9,95142E-03;1,03195E-02
576;4,05865E-03;3,78316E-03;6,42518E-03;8,68510E-03;1,19257E-02;9,79662E-03;9,88930E-03;1,03282E-02
577;4,06301E-03;3,72662E-03;6,29770E-03;8,45906E-03;1,19561E-02;9,50761E-03;9,81937E-03;1,01881E-02
578;3,98127E-03;3,70812E-03;6,57742E-03;8,48638E-03;1,18330E-02;9,52440E-03;1,01673E-02;1,02477E-02
579;4,13265E-03;3,60476E-03;6,33773E-03;8,50605E-03;1,21491E-02;9,72126E-03;9,78543E-03;1,05338E-02
580;4,04729E-03;3,63680E-03;6,60742E-03;8,75224E-03;1,22304E-02;9,86477E-03;9,77332E-03;1,04763E-02
581;3,94824E-03;3,49955E-03;6,41185E-03;8,54019E-03;1,18634E-02;9,54813E-03;9,57671E-03;1,05820E-02
582;3,86279E-03;3,56793E-03;6,44283E-03;8,56494E-03;1,19887E-02;9,58328E-03;9,74134E-03;1,04309E-02
583;3,98914E-03;3,69004E-03;6,51482E-03;8,48264E-03;1,18052E-02;9,52515E-03;9,84858E-03;1,02438E-02
584;3,95366E-03;3,56081E-03;6,57735E-03;8,27832E-03;1,17706E-02;9,37683E-03;9,76445E-03;1,03796E-02
585;3,96950E-03;3,60697E-03;6,46410E-03;8,32226E-03;1,17470E-02;9,59422E-03;9,90551E-03;1,00741E-02
586;3,96359E-03;3,57896E-03;6,29102E-03;8,49401E-03;1,14298E-02;9,04145E-03;9,41599E-03;1,00975E-02
587;4,00134E-03;3,67509E-03;6,08782E-03;8,39823E-03;1,16342E-02;9,12708E-03;9,62120E-03;1,02516E-02
588;3,83736E-03;3,70623E-03;6,34609E-03;8,46991E-03;1,11968E-02;9,53850E-03;9,49218E-03;9,80316E-03
589;3,94318E-03;3,49793E-03;6,46413E-03;8,23264E-03;1,13383E-02;9,62890E-03;9,51360E-03;1,01682E-02
590;3,90429E-03;3,54752E-03;6,56975E-03;8,50867E-03;1,16678E-02;9,58080E-03;9,76179E-03;1,01562E-02
591;4,13274E-03;3,45506E-03;6,18425E-03;8,42893E-03;1,14938E-02;9,26107E-03;9,32141E-03;9,95419E-03
592;3,87738E-03;3,48914E-03;6,48267E-03;8,50552E-03;1,15212E-02;9,22106E-03;9,65167E-03;9,93777E-03
593;3,99039E-03;3,57804E-03;6,28295E-03;8,30584E-03;1,17115E-02;9,21501E-03;9,43838E-03;1,02805E-02
594;4,05623E-03;3,60484E-03;6,36430E-03;8,40119E-03;1,14999E-02;9,68487E-03;9,84041E-03;9,93269E-03
595;4,17174E-03;3,53241E-03;6,43360E-03;8,29495E-03;1,14921E-02;9,36299E-03;1,00300E-02;1,00347E-02
596;4,01828E-03;3,57363E-03;6,17478E-03;8,60776E-03;1,16255E-02;9,50128E-03;9,72599E-03;9,92235E-03
597;3,99998E-03;3,57629E-03;6,58554E-03;8,25383E-03;1,16373E-02;9,74253E-03;9,58774E-03;1,01520E-02
598;4,19340E-03;3,64200E-03;6,63576E-03;8,63173E-03;1,13901E-02;9,64091E-03;9,98150E-03;1,01267E-02
599;4,07941E-03;3,72674E-03;6,66755E-03;8,85537E-03;1,18013E-02;9,70735E-03;9,97746E-03;1,02987E-02
600;4,37215E-03;3,79218E-03;6,78438E-03;8,78316E-03;1,17616E-02;9,83319E-03;1,00885E-02;1,04014E-02
601;4,36820E-03;3,84418E-03;6,89158E-03;8,92351E-03;1,16163E-02;9,90138E-03;1,02253E-02;1,04339E-02
602;4,41735E-03;3,96750E-03;7,12138E-03;9,05789E-03;1,19001E-02;9,93673E-03;1,01922E-02;1,05819E-02
603;4,67214E-03;4,00828E-03;7,19248E-03;9,34532E-03;1,21529E-02;1,01254E-02;1,02090E-02;1,06203E-02
604;4,74396E-03;3,99500E-03;7,42536E-03;9,64912E-03;1,22347E-02;1,05079E-02;1,04810E-02;1,09652E-02
605;4,81470E-03;4,18413E-03;7,42508E-03;9,59479E-03;1,24873E-02;1,07069E-02;1,07993E-02;1,11239E-02
606;4,99517E-03;4,28987E-03;7,90883E-03;9,83160E-03;1,26261E-02;1,09526E-02;1,09776E-02;1,14287E-02
607;5,22695E-03;4,30457E-03;8,07628E-03;1,02440E-02;1,29776E-02;1,11650E-02;1,14699E-02;1,18145E-02
608;5,34824E-03;4,59074E-03;8,43906E-03;1,07192E-02;1,33382E-02;1,15618E-02;1,15478E-02;1,22719E-02
609;5,74883E-03;4,73918E-03;8,46787E-03;1,11730E-02;1,33092E-02;1,19551E-02;1,21264E-02;1,23511E-02
610;5,92505E-03;4,99648E-03;9,24159E-03;1,15348E-02;1,38275E-02;1,23972E-02;1,25297E-02;1,30740E-02
611;6,26435E-03;5,24805E-03;9,46226E-03;1,18106E-02;1,44854E-02;1,29991E-02;1,34812E-02;1,36360E-02
612;6,63771E-03;5,56735E-03;1,03054E-02;1,24326E-02;1,47708E-02;1,36022E-02;1,37104E-02;1,43210E-02
613;7,13720E-03;5,84962E-03;1,07344E-02;1,34540E-02;1,65153E-02;1,43442E-02;1,47189E-02;1,52199E-02
614;7,70190E-03;6,31209E-03;1,14712E-02;1,37722E-02;1,71605E-02;1,52781E-02;1,55868E-02;1,60159E-02
615;8,08434E-03;6,55347E-03;1,19353E-02;1,51229E-02;1,81398E-02;1,61485E-02;1,68962E-02;1,70640E-02
616;8,78394E-03;7,05258E-03;1,28191E-02;1,60845E-02;1,93194E-02;1,75407E-02;1,76119E-02;1,76729E-02
617;9,29753E-03;7,77388E-03;1,41564E-02;1,71645E-02;2,03694E-02;1,86715E-02;1,87899E-02;1,92840E-02
618;1,03426E-02;8,25625E-03;1,53270E-02;1,89715E-02;2,12385E-02;1,97800E-02;2,04436E-02;2,02330E-02
619;1,11545E-02;8,97043E-03;1,63529E-02;1,99907E-02;2,29061E-02;2,14625E-02;2,18616E-02;2,22075E-02
620;1,19073E-02;9,64777E-03;1,78217E-02;2,15478E-02;2,49259E-02;2,30900E-02;2,36347E-02;2,40040E-02
621;1,30594E-02;1,05253E-02;1,93205E-02;2,33719E-02;2,63995E-02;2,45936E-02;2,50082E-02;2,55883E-02
622;1,42042E-02;1,11927E-02;2,06300E-02;2,50218E-02;2,84361E-02;2,71559E-02;2,71821E-02;2,79860E-02
623;1,56600E-02;1,23315E-02;2,26275E-02;2,70199E-02;3,08333E-02;2,92453E-02;2,95928E-02;2,95631E-02
624;1,69305E-02;1,33022E-02;2,43148E-02;2,95346E-02;3,27809E-02;3,17160E-02;3,15137E-02;3,17774E-02
625;1,82563E-02;1,44310E-02;2,65434E-02;3,13603E-02;3,54537E-02;3,36464E-02;3,43773E-02;3,39947E-02
626;1,95645E-02;1,56999E-02;2,80291E-02;3,38203E-02;3,75934E-02;3,65380E-02;3,64363E-02;3,67164E-02
627;2,03639E-02;1,61382E-02;3,01872E-02;3,56914E-02;3,99966E-02;3,83865E-02;3,80945E-02;3,88112E-02
628;2,14376E-02;1,66145E-02;3,07789E-02;3,75382E-02;4,05860E-02;3,96866E-02;3,96610E-02;4,07908E-02
629;2,12244E-02;1,69176E-02;3,15691E-02;3,73285E-02;4,20642E-02;4,02282E-02;4,09037E-02;4,12408E-02
630;2,12089E-02;1,64465E-02;3,06516E-02;3,70645E-02;4,15309E-02;4,03554E-02;4,02707E-02;4,02701E-02
631;2,07605E-02;1,62080E-02;3,04049E-02;3,63818E-02;4,09644E-02;3,88235E-02;3,90592E-02;3,99846E-02
632;2,00671E-02;1,55848E-02;2,91384E-02;3,51562E-02;3,96384E-02;3,84540E-02;3,81339E-02;3,79457E-02
633;1,93440E-02;1,55597E-02;2,89330E-02;3,45522E-02;3,79016E-02;3,76124E-02;3,72491E-02;3,69718E-02
634;1,94306E-02;1,50729E-02;2,81890E-02;3,39401E-02;3,81312E-02;3,66733E-02;3,68178E-02;3,70294E-02
635;1,94164E-02;1,51664E-02;2,86062E-02;3,40179E-02;3,83771E-02;3,64063E-02;3,64902E-02;3,72420E-02
636;2,00956E-02;1,57754E-02;2,92122E-02;3,48096E-02;3,89071E-02;3,75819E-02;3,81615E-02;3,79687E-02
637;2,11520E-02;1,63306E-02;3,04757E-02;3,63692E-02;3,95640E-02;3,91097E-02;3,85780E-02;3,97512E-02
638;2,19485E-02;1,72783E-02;3,14423E-02;3,79635E-02;4,22801E-02;4,12930E-02;4,13664E-02;4,15961E-02
639;2,34939E-02;1,84350E-02;3,39834E-02;4,04972E-02;4,54243E-02;4,29921E-02;4,39860E-02;4,43175E-02
640;2,56387E-02;1,97848E-02;3,68877E-02;4,33078E-02;4,82667E-02;4,64140E-02;4,66208E-02;4,76682E-02
641;2,74959E-02;2,16092E-02;3,96426E-02;4,73084E-02;5,15887E-02;5,08397E-02;5,06892E-02;5,10778E-02
642;3,00282E-02;2,36956E-02;4,29630E-02;5,17299E-02;5,61327E-02;5,51567E-02;5,53000E-02;5,54069E-02
643;3,31400E-02;2,61736E-02;4,76026E-02;5,68920E-02;6,17235E-02;6,02862E-02;6,03716E-02;6,03745E-02
644;3,65752E-02;2,82754E-02;5,25583E-02;6,13363E-02;6,69510E-02;6,59744E-02;6,68861E-02;6,64789E-02
645;4,03140E-02;3,14060E-02;5,77057E-02;6,70458E-02;7,40556E-02;7,19548E-02;7,23812E-02;7,28008E-02
646;4,40497E-02;3,43605E-02;6,23331E-02;7,40586E-02;7,94583E-02;7,84960E-02;7,87119E-02;7,88534E-02
647;4,78192E-02;3,70805E-02;6,83322E-02;7,96753E-02;8,62846E-02;8,65565E-02;8,57993E-02;8,64823E-02
648;5,20987E-02;4,05551E-02;7,39897E-02;8,69630E-02;9,42736E-02;9,28032E-02;9,24626E-02;9,26954E-02
649;5,63202E-02;4,38382E-02;7,92911E-02;9,30995E-02;1,00547E-01;9,93016E-02;1,00910E-01;1,00830E-01
650;6,02240E-02;4,71629E-02;8,54057E-02;1,00885E-01;1,08002E-01;1,06977E-01;1,07589E-01;1,07618E-01
651;6,41903E-02;5,04190E-02;9,02244E-02;1,06502E-01;1,14101E-01;1,13740E-01;1,12863E-01;1,13653E-01
652;6,69233E-02;5,20632E-02;9,43071E-02;1,10132E-01;1,18808E-01;1,17483E-01;1,18267E-01;1,17173E-01
653;6,76970E-02;5,30262E-02;9,47847E-02;1,12015E-01;1,20035E-01;1,19451E-01;1,19883E-01;1,20138E-01
654;6,53674E-02;5,16605E-02;9,36056E-02;1,09112E-01;1,17861E-01;1,17531E-01;1,18312E-01;1,17490E-01
655;6,10650E-02;4,72954E-02;8,63708E-02;1,02644E-01;1,10766E-01;1,09426E-01;1,10157E-01;1,10801E-01
656;5,34300E-02;4,14373E-02;7,71796E-02;9,14000E-02;9,89745E-02;9,89187E-02;9,94070E-02;9,87691E-02
657;4,58068E-02;3,54055E-02;6,63082E-02;7,91894E-02;8,63379E-02;8,41093E-02;8,51322E-02;8,53606E-02
658;3,76348E-02;2,91022E-02;5,51515E-02;6,64968E-02;7,27832E-02;7,14786E-02;7,18714E-02;7,21441E-02
659;3,05701E-02;2,36950E-02;4,50975E-02;5,50236E-02;5,99363E-02;5,91502E-02;5,91416E-02;5,87683E-02
660;2,46984E-02;1,90435E-02;3,68523E-02;4,36651E-02;4,84283E-02;4,82054E-02;4,83890E-02;4,79457E-02
661;2,04505E-02;1,56945E-02;3,03327E-02;3,66340E-02;4,06909E-02;3,89445E-02;3,94674E-02;3,97521E-02
662;1,69365E-02;1,30952E-02;2,51125E-02;2,97887E-02;3,34237E-02;3,29823E-02;3,26315E-02;3,29171E-02
663;1,42557E-02;1,10107E-02;2,08076E-02;2,48859E-02;2,78514E-02;2,72742E-02;2,75034E-02;2,78290E-02
664;1,21345E-02;9,06461E-03;1,75871E-02;2,13470E-02;2,36367E-02;2,28715E-02;2,31104E-02;2,28857E-02
665;1,03361E-02;8,04624E-03;1,50249E-02;1,82596E-02;2,00404E-02;1,93392E-02;1,99035E-02;1,95453E-02
666;8,58170E-03;6,89294E-03;1,28041E-02;1,52170E-02;1,72884E-02;1,70767E-02;1,71880E-02;1,70045E-02
667;7,71410E-03;5,94880E-03;1,10308E-02;1,37025E-02;1,51934E-02;1,43766E-02;1,49237E-02;1,51174E-02
668;6,74019E-03;5,07358E-03;9,37900E-03;1,15727E-02;1,32804E-02;1,25088E-02;1,24987E-02;1,29037E-02
669;5,83961E-03;4,41985E-03;8,37119E-03;9,95545E-03;1,14892E-02;1,09000E-02;1,06981E-02;1,08893E-02
670;5,08756E-03;3,87349E-03;7,28679E-03;8,47854E-03;9,84725E-03;9,46096E-03;9,49525E-03;9,58196E-03
671;4,36791E-03;3,42287E-03;6,32568E-03;7,43926E-03;8,83741E-03;8,30896E-03;8,26833E-03;8,32624E-03
672;3,75916E-03;3,06119E-03;5,40906E-03;6,56759E-03;7,82477E-03;7,13617E-03;7,36831E-03;7,24779E-03
673;3,39361E-03;2,67153E-03;4,96798E-03;5,41146E-03;6,88829E-03;6,31707E-03;6,38682E-03;6,68730E-03
674;3,08561E-03;2,27201E-03;4,32105E-03;5,22763E-03;6,36049E-03;5,64640E-03;5,96694E-03;5,77451E-03
675;2,79184E-03;2,11300E-03;3,86286E-03;4,54914E-03;5,62954E-03;5,12438E-03;5,17534E-03;5,22779E-03
676;2,83232E-03;2,03176E-03;3,45817E-03;4,32049E-03;5,00604E-03;4,55404E-03;4,70665E-03;5,03984E-03
677;2,53205E-03;1,92788E-03;3,29584E-03;3,83248E-03;5,11528E-03;4,75124E-03;4,58392E-03;4,52768E-03
678;2,60259E-03;1,85516E-03;3,26171E-03;3,86694E-03;4,46954E-03;4,16486E-03;4,21057E-03;4,51906E-03
679;2,52929E-03;1,74655E-03;3,05710E-03;3,43805E-03;4,18533E-03;3,88809E-03;4,17333E-03;4,03352E-03
680;2,52349E-03;1,85267E-03;2,93181E-03;3,48329E-03;4,25944E-03;4,23499E-03;3,84814E-03;4,09409E-03
681;2,49998E-03;1,80733E-03;2,82970E-03;3,45477E-03;4,24316E-03;3,79863E-03;3,60699E-03;4,00039E-03
682;2,41785E-03;1,84913E-03;2,86367E-03;3,23555E-03;4,05072E-03;3,68867E-03;3,80865E-03;3,94384E-03
683;2,64885E-03;1,87653E-03;2,72961E-03;3,35773E-03;4,08573E-03;3,71022E-03;3,71132E-03;3,97089E-03
684;2,68191E-03;1,84339E-03;3,03275E-03;3,11626E-03;4,33119E-03;3,68576E-03;3,67564E-03;3,91019E-03
685;2,83832E-03;1,71054E-03;2,68710E-03;3,23969E-03;3,99714E-03;3,53752E-03;3,73221E-03;3,74484E-03
686;2,87800E-03;1,88740E-03;2,96382E-03;3,33725E-03;3,91582E-03;3,61466E-03;3,72816E-03;3,85700E-03
687;2,94626E-03;2,02810E-03;2,93188E-03;3,38361E-03;3,92401E-03;3,82551E-03;3,66258E-03;3,70828E-03
688;3,15420E-03;2,03361E-03;2,96950E-03;3,45907E-03;4,20693E-03;3,68512E-03;3,83914E-03;3,92932E-03
689;3,25237E-03;2,16032E-03;2,85995E-03;3,20718E-03;4,13205E-03;3,76032E-03;4,14335E-03;4,22358E-03
690;3,52672E-03;2,22187E-03;3,18694E-03;3,59272E-03;4,11179E-03;4,08567E-03;3,96118E-03;4,15292E-03
691;3,57698E-03;2,21263E-03;3,22555E-03;3,77214E-03;4,16159E-03;4,19948E-03;4,20801E-03;4,03285E-03
692;3,80529E-03;2,40450E-03;3,53337E-03;3,69091E-03;4,21250E-03;4,32288E-03;4,13106E-03;4,25924E-03
693;4,18376E-03;2,48589E-03;3,54532E-03;3,73215E-03;4,64765E-03;4,44504E-03;4,24392E-03;4,60442E-03
694;4,45403E-03;2,83340E-03;3,58631E-03;4,04328E-03;4,77457E-03;4,74249E-03;4,84023E-03;4,79479E-03
695;4,87572E-03;2,95743E-03;3,96948E-03;4,17163E-03;5,10302E-03;4,98380E-03;4,78298E-03;4,84554E-03
696;5,14076E-03;3,13284E-03;3,99555E-03;4,32703E-03;5,52055E-03;5,28612E-03;5,01061E-03;5,18402E-03
697;5,48104E-03;3,43932E-03;4,37228E-03;4,57110E-03;5,53652E-03;5,35349E-03;5,53116E-03;5,43411E-03
698;5,95947E-03;3,60390E-03;4,72235E-03;4,82209E-03;5,92713E-03;5,77883E-03;5,82540E-03;5,84871E-03
699;6,61564E-03;3,90394E-03;4,93380E-03;5,19135E-03;6,57495E-03;6,14760E-03;6,10001E-03;5,84492E-03
700;6,99440E-03;4,31659E-03;5,40542E-03;5,70849E-03;6,76032E-03;6,21311E-03;6,56458E-03;6,70146E-03
701;7,64973E-03;4,42562E-03;5,62257E-03;5,97247E-03;7,23882E-03;7,02364E-03;6,78912E-03;6,69754E-03
702;8,08548E-03;4,84647E-03;6,32779E-03;6,30385E-03;7,63130E-03;7,67210E-03;7,32263E-03;7,66146E-03
703;8,88169E-03;5,16288E-03;6,73016E-03;6,81255E-03;8,54629E-03;8,07136E-03;7,95324E-03;7,91127E-03
704;9,69184E-03;5,70801E-03;7,06176E-03;7,16016E-03;8,47542E-03;8,25748E-03;8,49810E-03;8,50191E-03
705;1,03656E-02;6,06639E-03;7,98588E-03;7,74274E-03;9,51728E-03;9,42816E-03;9,01990E-03;9,16936E-03
706;1,14425E-02;6,56338E-03;8,27808E-03;8,38819E-03;9,77173E-03;9,73649E-03;9,96234E-03;1,00768E-02
707;1,18559E-02;7,14855E-03;9,05470E-03;9,08624E-03;1,05908E-02;1,03826E-02;1,04847E-02;1,05944E-02
708;1,29389E-02;7,66911E-03;9,68011E-03;9,51444E-03;1,14413E-02;1,14854E-02;1,12497E-02;1,17255E-02
709;1,41794E-02;8,19782E-03;1,06979E-02;1,07037E-02;1,26654E-02;1,21381E-02;1,20918E-02;1,22422E-02
710;1,53735E-02;8,89573E-03;1,13357E-02;1,13076E-02;1,33470E-02;1,32571E-02;1,31474E-02;1,33703E-02
711;1,70609E-02;9,55270E-03;1,23771E-02;1,25073E-02;1,46783E-02;1,43983E-02;1,43303E-02;1,40298E-02
712;1,84932E-02;1,05744E-02;1,29421E-02;1,32061E-02;1,55192E-02;1,54862E-02;1,57498E-02;1,55873E-02
713;1,99777E-02;1,10825E-02;1,44565E-02;1,44602E-02;1,67339E-02;1,68084E-02;1,67125E-02;1,68835E-02
714;2,12819E-02;1,24501E-02;1,55832E-02;1,53204E-02;1,82153E-02;1,82192E-02;1,84771E-02;1,79883E-02
715;2,33628E-02;1,32907E-02;1,65909E-02;1,64976E-02;1,94999E-02;1,96996E-02;1,98743E-02;1,97546E-02
716;2,51391E-02;1,43530E-02;1,81413E-02;1,78224E-02;2,12138E-02;2,10520E-02;2,10775E-02;2,09954E-02
717;2,70934E-02;1,55202E-02;1,98658E-02;1,93684E-02;2,29524E-02;2,23199E-02;2,27960E-02;2,27832E-02
718;2,92777E-02;1,67061E-02;2,10058E-02;2,07467E-02;2,43106E-02;2,42303E-02;2,46202E-02;2,41730E-02
719;3,13873E-02;1,79540E-02;2,25205E-02;2,20540E-02;2,65497E-02;2,59587E-02;2,61850E-02;2,61112E-02
720;3,38465E-02;1,95036E-02;2,41554E-02;2,38087E-02;2,82465E-02;2,83339E-02;2,79142E-02;2,79692E-02
721;3,61545E-02;2,06318E-02;2,60179E-02;2,58227E-02;3,02690E-02;3,03382E-02;2,97971E-02;2,97814E-02
722;3,83124E-02;2,20627E-02;2,75020E-02;2,72800E-02;3,22839E-02;3,20851E-02;3,19993E-02;3,20157E-02
723;4,06474E-02;2,35606E-02;2,94049E-02;2,88996E-02;3,43666E-02;3,44150E-02;3,41013E-02;3,45058E-02
724;4,31140E-02;2,48305E-02;3,14259E-02;3,03031E-02;3,60401E-02;3,54319E-02;3,56977E-02;3,58283E-02
725;4,48863E-02;2,62031E-02;3,24024E-02;3,17029E-02;3,72515E-02;3,75797E-02;3,77676E-02;3,74764E-02
726;4,66720E-02;2,70716E-02;3,33870E-02;3,23435E-02;3,83173E-02;3,86171E-02;3,90293E-02;3,89995E-02
727;4,70407E-02;2,72713E-02;3,38257E-02;3,26331E-02;3,97011E-02;3,88473E-02;3,87181E-02;3,88842E-02
